,Age,Overall,Potential
14037,29,61,61
14038,34,61,61
14039,24,61,64
14040,23,61,69
14041,29,61,61
14042,21,61,72
14043,20,61,71
14044,20,61,75
14045,26,61,65
14046,20,61,71
14047,18,61,78
14048,20,61,70
14049,22,61,68
14050,19,61,73
14051,26,61,63
14052,22,61,70
14053,21,61,68
14054,21,61,70
14055,20,61,72
14056,19,61,72
14057,19,61,78
14058,23,61,68
14059,21,61,68
14060,20,61,71
14061,21,61,70
14062,20,61,72
14063,22,61,67
14064,25,61,67
14065,28,61,61
14066,21,61,73
14067,20,61,71
14068,28,61,61
14069,28,61,61
14070,28,61,61
14071,24,61,67
14072,20,61,73
14073,17,61,76
14074,21,61,70
14075,19,61,78
14076,21,61,68
14077,19,61,77
14078,21,61,71
14079,21,61,69
14080,19,61,74
14081,17,61,76
14082,21,61,68
14083,21,61,73
14084,24,61,66
14085,25,61,63
14086,23,61,69
14087,22,61,70
14088,20,61,72
14089,19,61,73
14090,19,61,73
14091,21,61,69
14092,19,61,77
14093,27,61,62
14094,37,61,61
14095,22,61,72
14096,26,61,62
14097,24,61,66
14098,20,61,72
14099,29,61,61
14100,22,61,66
14101,24,61,65
14102,19,61,74
14103,23,61,70
14104,21,61,69
14105,24,61,67
14106,21,61,71
14107,21,61,70
14108,21,61,70
14109,37,61,61
14110,23,61,68
14111,22,61,70
14112,21,61,70
14113,27,61,61
14114,23,61,69
14115,31,61,61
14116,18,61,79
14117,31,61,61
14118,22,61,67
14119,18,61,76
14120,21,61,66
14121,25,61,66
14122,18,61,75
14123,21,61,69
14124,25,61,65
14125,19,61,75
14126,17,61,76
14127,29,61,61
14128,21,61,67
14129,20,61,67
14130,36,61,61
14131,23,61,68
14132,22,61,65
14133,27,61,62
14134,26,61,62
14135,21,61,71
14136,24,61,65
14137,20,61,69
14138,20,61,70
14139,28,61,61
14140,21,61,69
14141,23,61,68
14142,24,61,67
14143,23,61,69
14144,21,61,69
14145,21,61,71
14146,25,61,63
14147,26,61,64
14148,20,61,69
14149,22,61,66
14150,19,61,74
14151,27,61,62
14152,23,61,67
14153,32,61,61
14154,23,61,65
14155,23,61,66
14156,20,61,66
14157,25,61,62
14158,22,61,68
14159,24,61,65
14160,23,61,68
14161,21,61,73
14162,19,61,76
14163,25,61,62
14164,25,61,64
14165,24,61,68
14166,21,61,71
14167,21,61,69
14168,29,61,61
14169,22,61,69
14170,19,61,77
14171,25,61,65
14172,20,61,69
14173,30,61,61
14174,21,61,74
14175,26,61,64
14176,25,61,66
14177,29,61,61
14178,19,61,73
14179,21,61,70
14180,20,61,78
14181,24,61,65
14182,25,61,66
14183,18,61,75
14184,22,61,69
14185,23,61,68
14186,27,61,62
14187,20,61,74
14188,21,61,75
14189,22,61,71
14190,20,61,71
14191,21,61,65
14192,22,61,72
14193,28,61,61
14194,20,61,69
14195,28,61,61
14196,27,61,62
14197,32,61,61
14198,18,61,76
14199,21,61,73
14200,19,61,70
14201,23,61,66
14202,18,61,77
14203,26,61,63
14204,25,61,65
14205,20,61,74
14206,29,61,61
14207,32,61,61
14208,35,61,61
14209,28,61,61
14210,33,61,61
14211,20,61,74
14212,20,61,77
14213,20,61,73
14214,22,61,70
14215,20,61,70
14216,22,61,72
14217,31,61,61
14218,36,61,61
14219,20,61,72
14220,21,61,70
14221,22,61,72
14222,19,61,74
14223,27,61,63
14224,19,61,75
14225,22,61,69
14226,30,61,61
14227,19,61,80
14228,20,61,72
14229,23,61,66
14230,25,61,63
14231,21,61,71
14232,23,61,70
14233,21,61,71
14234,22,61,70
14235,18,61,76
14236,21,61,72
14237,20,61,70
14238,18,61,75
14239,23,61,68
14240,22,61,69
14241,31,61,61
14242,23,61,69
14243,23,61,68
14244,24,61,66
14245,19,61,75
14246,25,61,64
14247,24,61,68
14248,24,61,67
14249,19,61,73
14250,33,61,61
14251,18,61,76
14252,18,61,80
14253,19,61,75
14254,22,61,69
14255,21,61,74
14256,20,61,70
14257,23,61,67
14258,17,61,80
14259,23,61,66
14260,23,61,69
14261,29,61,61
14262,19,61,77
14263,25,61,66
14264,26,61,62
14265,19,61,70
14266,18,61,75
14267,25,61,64
14268,28,61,61
14269,27,61,61
14270,20,61,71
14271,28,61,61
14272,21,61,73
14273,18,61,79
14274,23,61,66
14275,28,61,61
14276,25,61,66
14277,31,61,61
14278,28,61,61
14279,33,61,61
14280,22,61,66
14281,24,61,67
14282,22,61,70
14283,25,61,66
14284,22,61,69
14285,21,61,70
14286,33,61,61
14287,23,61,65
14288,21,61,69
14289,30,61,61
14290,31,61,61
14291,22,61,67
14292,22,61,67
14293,24,61,63
14294,23,61,65
14295,20,61,74
14296,22,61,67
14297,21,61,73
14298,20,61,72
14299,21,61,71
14300,26,61,63
14301,20,61,71
14302,22,61,70
14303,25,61,64
14304,21,61,71
14305,19,61,74
14306,32,61,61
14307,22,61,68
14308,24,61,66
14309,20,61,75
14310,22,61,69
14311,18,61,77
14312,30,61,61
14313,26,61,63
14314,25,61,66
14315,21,61,71
14316,25,61,65
14317,19,61,77
14318,25,61,66
14319,24,61,67
14320,21,61,68
14321,18,61,80
14322,22,61,71
14323,19,61,73
14324,20,61,74
14325,25,61,66
14326,23,61,66
14327,24,61,64
14328,23,61,68
14329,26,61,63
14330,19,61,73
14331,30,61,61
14332,27,61,62
14333,24,61,64
14334,30,61,61
14335,20,61,70
14336,24,61,68
14337,35,61,61
14338,23,61,67
14339,20,61,71
14340,21,61,72
14341,23,61,67
14342,23,61,68
14343,23,61,66
14344,22,61,73
14345,29,61,61
14346,21,61,67
14347,19,61,72
14348,20,61,73
14349,21,61,69
14350,33,61,61
14351,25,61,64
14352,18,61,76
14353,30,61,61
14354,21,61,74
14355,18,61,73
14356,25,61,62
14357,26,61,64
14358,25,60,63
14359,23,60,69
14360,20,60,77
14361,20,60,75
14362,25,60,64
14363,24,60,66
14364,20,60,70
14365,19,60,78
14366,21,60,69
14367,19,60,69
14368,20,60,70
14369,20,60,70
14370,18,60,75
14371,24,60,64
14372,21,60,70
14373,21,60,68
14374,17,60,77
14375,21,60,69
14376,26,60,64
14377,26,60,61
14378,21,60,70
14379,21,60,68
14380,20,60,74
14381,20,60,72
14382,20,60,72
14383,28,60,60
14384,23,60,67
14385,20,60,74
14386,19,60,72
14387,19,60,71
14388,33,60,60
14389,35,60,60
14390,24,60,65
14391,19,60,69
14392,25,60,64
14393,21,60,69
14394,24,60,67
14395,20,60,67
14396,21,60,72
14397,19,60,71
14398,18,60,76
14399,20,60,75
14400,25,60,67
14401,20,60,70
14402,20,60,70
14403,18,60,76
14404,29,60,60
14405,21,60,68
14406,20,60,72
14407,22,60,66
14408,24,60,65
14409,19,60,75
14410,21,60,71
14411,22,60,70
14412,17,60,79
14413,20,60,70
14414,20,60,73
14415,20,60,72
14416,21,60,69
14417,22,60,69
14418,20,60,70
14419,26,60,61
14420,21,60,72
14421,22,60,66
14422,22,60,67
14423,22,60,70
14424,21,60,72
14425,36,60,60
14426,17,60,78
14427,21,60,71
14428,18,60,68
14429,23,60,68
14430,19,60,75
14431,21,60,71
14432,18,60,75
14433,18,60,79
14434,21,60,68
14435,25,60,65
14436,21,60,67
14437,21,60,70
14438,19,60,71
14439,19,60,72
14440,20,60,70
14441,20,60,71
14442,27,60,61
14443,28,60,60
14444,30,60,60
14445,20,60,70
14446,19,60,72
14447,20,60,70
14448,20,60,70
14449,25,60,65
14450,20,60,70
14451,20,60,74
14452,21,60,72
14453,24,60,67
14454,22,60,70
14455,25,60,65
14456,28,60,60
14457,22,60,66
14458,20,60,69
14459,25,60,63
14460,20,60,68
14461,21,60,68
14462,20,60,70
14463,22,60,68
14464,20,60,67
14465,23,60,66
14466,25,60,65
14467,29,60,60
14468,19,60,75
14469,21,60,71
14470,20,60,73
14471,19,60,73
14472,27,60,60
14473,23,60,63
14474,19,60,72
14475,26,60,63
14476,32,60,60
14477,28,60,60
14478,18,60,74
14479,20,60,68
14480,22,60,66
14481,20,60,69
14482,20,60,68
14483,19,60,76
14484,26,60,65
14485,22,60,66
14486,34,60,60
14487,21,60,70
14488,23,60,66
14489,21,60,71
14490,20,60,68
14491,18,60,76
14492,24,60,65
14493,23,60,69
14494,25,60,66
14495,21,60,68
14496,25,60,65
14497,23,60,61
14498,21,60,69
14499,20,60,72
14500,22,60,70
14501,18,60,76
14502,20,60,73
14503,22,60,69
14504,19,60,79
14505,21,60,70
14506,19,60,76
14507,20,60,75
14508,25,60,65
14509,22,60,69
14510,26,60,63
14511,19,60,75
14512,21,60,68
14513,23,60,67
14514,20,60,70
14515,22,60,67
14516,21,60,68
14517,30,60,60
14518,26,60,62
14519,23,60,68
14520,21,60,65
14521,20,60,70
14522,20,60,72
14523,18,60,77
14524,21,60,69
14525,25,60,62
14526,33,60,60
14527,22,60,68
14528,25,60,64
14529,24,60,64
14530,20,60,75
14531,20,60,72
14532,20,60,73
14533,33,60,60
14534,22,60,67
14535,23,60,67
14536,19,60,74
14537,26,60,60
14538,20,60,73
14539,20,60,76
14540,21,60,68
14541,20,60,68
14542,23,60,66
14543,25,60,63
14544,20,60,71
14545,22,60,70
14546,19,60,73
14547,22,60,69
14548,28,60,60
14549,27,60,60
14550,26,60,63
14551,20,60,74
14552,25,60,65
14553,19,60,71
14554,23,60,67
14555,22,60,68
14556,23,60,68
14557,21,60,70
14558,26,60,62
14559,24,60,67
14560,20,60,75
14561,20,60,70
14562,24,60,66
14563,24,60,63
14564,22,60,67
14565,26,60,61
14566,20,60,71
14567,19,60,72
14568,19,60,75
14569,23,60,69
14570,20,60,72
14571,22,60,71
14572,22,60,69
14573,20,60,76
14574,22,60,70
14575,22,60,68
14576,23,60,65
14577,26,60,64
14578,23,60,64
14579,22,60,70
14580,22,60,71
14581,18,60,79
14582,23,60,68
14583,35,60,60
14584,21,60,70
14585,23,60,65
14586,21,60,72
14587,27,60,60
14588,18,60,70
14589,19,60,70
14590,23,60,67
14591,21,60,69
14592,19,60,72
14593,18,60,77
14594,20,60,70
14595,25,60,62
14596,22,60,65
14597,27,60,60
14598,21,60,68
14599,27,60,60
14600,22,60,71
14601,20,60,73
14602,22,60,66
14603,27,60,60
14604,24,60,65
14605,23,60,67
14606,27,60,62
14607,24,60,64
14608,27,60,60
14609,21,60,68
14610,20,60,67
14611,21,60,68
14612,20,60,70
14613,21,60,67
14614,25,60,64
14615,21,60,68
14616,27,60,62
14617,19,60,72
14618,24,60,67
14619,23,60,66
14620,20,60,73
14621,24,60,66
14622,22,60,69
14623,21,60,73
14624,33,60,60
14625,20,60,70
14626,21,60,69
14627,20,60,72
14628,27,60,62
14629,21,60,72
14630,19,60,71
14631,22,60,70
14632,20,60,74
14633,21,60,73
14634,18,60,78
14635,25,60,61
14636,21,60,69
14637,22,60,71
14638,27,60,61
14639,21,60,72
14640,28,60,60
14641,22,60,68
14642,24,60,66
14643,26,60,62
14644,38,60,60
14645,21,60,70
14646,21,60,69
14647,19,60,71
14648,19,60,71
14649,22,60,72
14650,27,60,61
14651,22,60,68
14652,23,60,69
14653,20,60,77
14654,19,60,74
14655,19,60,77
14656,24,60,65
14657,20,60,75
14658,22,60,64
14659,32,60,60
14660,26,60,61
14661,22,60,69
14662,22,60,67
14663,22,60,68
14664,17,60,78
14665,20,60,70
14666,19,60,74
14667,19,60,70
14668,31,60,60
14669,24,60,64
14670,24,60,62
14671,21,60,69
14672,38,60,60
14673,26,60,65
14674,25,60,65
14675,20,60,69
14676,22,60,68
14677,22,60,69
14678,19,60,71
14679,20,60,68
14680,24,60,68
14681,20,60,72
14682,25,60,62
14683,19,60,75
14684,21,60,74
14685,19,60,74
14686,21,60,68
14687,19,60,78
14688,25,60,64
14689,27,60,61
14690,20,60,70
14691,19,60,74
14692,27,60,60
14693,28,60,61
14694,23,60,68
14695,24,60,66
14696,24,60,67
14697,21,60,69
14698,22,60,71
14699,24,60,64
14700,18,60,75
14701,29,60,62
14702,21,60,68
14703,19,60,72
14704,26,60,61
14705,23,60,65
14706,29,60,60
14707,27,60,63
14708,19,60,69
14709,24,60,64
14710,22,60,65
14711,20,60,74
14712,22,60,70
14713,23,60,67
14714,22,60,68
14715,24,60,66
14716,19,60,75
14717,19,60,77
14718,19,60,75
14719,28,60,60
14720,21,60,70
14721,23,60,67
14722,17,60,82
14723,26,60,61
14724,27,60,60
14725,21,60,68
14726,22,60,67
14727,34,60,60
14728,21,60,69
14729,20,60,69
14730,21,60,71
14731,20,60,73
14732,17,60,83
14733,20,60,71
14734,20,60,70
14735,22,60,67
14736,27,60,61
14737,25,60,65
14738,25,60,63
14739,26,60,61
14740,20,60,68
14741,20,60,72
14742,21,60,68
14743,17,60,72
14744,24,60,66
14745,30,60,60
14746,22,60,67
14747,23,60,68
14748,25,60,66
14749,20,60,69
14750,28,60,60
14751,21,60,73
14752,18,60,78
14753,25,60,65
14754,34,60,60
14755,24,60,69
14756,26,60,60
14757,19,60,75
14758,21,60,68
14759,27,60,61
14760,22,60,64
14761,21,60,73
14762,21,60,71
14763,20,60,67
14764,21,60,70
14765,32,60,60
14766,22,60,67
14767,23,60,66
14768,20,60,68
14769,19,60,69
14770,25,60,63
14771,20,60,76
14772,21,60,67
14773,20,60,70
14774,24,60,63
14775,20,60,70
14776,19,60,73
14777,33,60,60
14778,25,60,66
14779,25,60,65
14780,19,60,73
14781,18,60,78
14782,22,60,72
14783,19,60,72
14784,23,60,67
14785,21,60,70
14786,23,60,67
14787,26,60,64
14788,25,60,63
14789,27,60,60
14790,18,60,76
14791,18,60,74
14792,21,60,65
14793,19,60,79
14794,25,60,62
14795,23,60,66
14796,22,60,66
14797,20,60,71
14798,30,60,60
14799,24,60,65
14800,20,60,71
14801,24,60,65
14802,24,60,62
14803,21,60,73
14804,21,60,69
14805,28,60,60
14806,19,60,75
14807,19,60,72
14808,21,60,70
14809,21,60,68
14810,22,60,67
14811,20,60,74
14812,23,60,69
14813,28,60,61
14814,23,60,68
14815,22,60,67
14816,24,60,65
14817,21,60,68
14818,32,60,60
14819,24,60,65
14820,19,60,74
14821,28,60,60
14822,26,60,61
14823,25,60,62
14824,19,60,76
14825,20,60,69
14826,31,60,60
14827,20,60,74
14828,20,60,73
14829,21,60,66
14830,21,60,70
14831,24,60,68
14832,23,60,69
14833,23,60,66
14834,19,60,74
14835,20,60,72
14836,20,60,72
14837,23,60,68
14838,20,60,74
14839,19,60,79
14840,19,60,76
14841,28,60,60
14842,20,60,72
14843,19,60,71
14844,25,60,63
14845,23,60,66
14846,18,60,75
14847,22,60,68
14848,20,60,69
14849,25,60,66
14850,22,60,68
14851,25,60,65
14852,19,60,73
14853,20,60,71
14854,21,60,70
14855,21,60,71
14856,19,60,72
14857,25,60,64
14858,19,60,77
14859,18,60,75
14860,23,60,65
14861,19,60,69
14862,22,60,66
14863,19,60,73
14864,22,60,71
14865,25,60,65
14866,20,60,72
14867,23,60,66
14868,37,60,60
14869,19,60,74
14870,18,60,76
14871,22,60,68
14872,18,60,78
14873,23,60,68
14874,18,60,73
14875,20,60,70
14876,20,60,68
14877,22,60,66
14878,25,60,63
14879,18,60,74
14880,29,60,60
14881,20,60,72
14882,26,60,61
14883,20,60,71
14884,21,60,69
14885,26,60,65
14886,22,60,66
14887,25,60,64
14888,24,60,64
14889,23,60,68
14890,21,60,72
14891,19,60,76
14892,21,60,72
14893,35,60,60
14894,18,60,76
14895,21,60,72
14896,36,60,60
14897,21,60,69
14898,23,60,69
14899,21,60,69
14900,22,60,69
14901,21,60,70
14902,28,60,60
14903,28,60,60
14904,22,60,68
14905,21,60,68
14906,21,60,74
14907,22,60,70
14908,29,60,60
14909,21,60,71
14910,27,60,63
14911,19,60,69
14912,23,60,68
14913,19,60,69
14914,23,60,68
14915,23,60,67
14916,25,60,64
14917,20,60,75
14918,19,60,73
14919,28,60,60
14920,22,60,68
14921,22,60,69
14922,22,60,69
14923,20,60,74
14924,19,60,75
14925,24,60,65
14926,26,60,60
14927,19,60,76
14928,21,60,68
14929,24,60,65
14930,22,60,66
14931,35,60,60
14932,26,60,61
14933,19,60,75
14934,20,60,66
14935,25,60,65
14936,29,60,60
14937,19,60,72
14938,19,60,71
14939,33,60,60
14940,21,60,73
14941,19,60,75
14942,19,60,77
14943,18,60,72
14944,34,60,60
14945,22,60,71
14946,22,60,72
14947,20,60,72
14948,21,60,66
14949,23,60,69
14950,18,60,74
14951,28,60,60
14952,19,60,77
14953,21,60,69
14954,27,60,60
14955,29,60,60
14956,18,60,76
14957,19,60,76
14958,23,60,66
14959,20,60,75
14960,23,60,67
14961,25,60,65
14962,22,60,68
14963,25,60,63
14964,19,60,73
14965,19,60,68
14966,19,60,73
14967,19,60,68
14968,21,60,69
14969,20,60,72
14970,24,60,65
14971,21,60,70
14972,20,60,70
14973,25,60,63
14974,28,60,60
14975,25,60,64
14976,21,60,69
14977,20,60,73
14978,28,60,61
14979,22,60,70
14980,19,60,74
14981,21,60,72
14982,23,60,66
14983,22,60,68
14984,30,60,60
14985,23,60,65
14986,22,60,67
14987,21,60,72
14988,21,60,70
14989,20,60,72
14990,25,60,63
14991,19,60,76
14992,19,60,73
14993,19,60,72
14994,21,60,66
14995,21,60,67
14996,27,60,64
14997,20,60,70
14998,23,60,64
14999,22,60,66
15000,24,60,65
15001,21,60,68
15002,22,60,67
15003,19,60,73
15004,27,60,60
15005,22,60,70
15006,19,60,68
15007,20,60,69
15008,24,60,65
15009,21,60,72
15010,20,60,69
15011,18,60,69
15012,20,60,68
15013,23,60,66
15014,19,60,73
15015,20,60,67
15016,23,60,68
15017,21,60,70
15018,33,60,60
15019,26,60,64
15020,22,60,68
15021,25,60,62
15022,19,60,77
15023,22,60,66
15024,19,60,77
15025,33,60,60
15026,18,60,67
15027,19,60,72
15028,34,60,60
15029,20,60,70
15030,19,60,70
15031,19,60,70
15032,21,60,68
15033,25,60,65
15034,20,60,72
15035,21,60,68
15036,24,60,65
15037,21,60,65
15038,25,60,63
15039,20,60,67
15040,19,60,74
15041,19,60,74
15042,22,60,68
15043,17,60,78
15044,20,60,74
15045,20,60,70
15046,26,60,60
15047,19,59,78
15048,20,59,75
15049,20,59,73
15050,19,59,73
15051,18,59,70
15052,25,59,61
15053,20,59,68
15054,21,59,67
15055,19,59,75
15056,18,59,71
15057,19,59,74
15058,22,59,65
15059,18,59,73
15060,23,59,64
15061,25,59,63
15062,20,59,71
15063,16,59,79
15064,22,59,63
15065,18,59,72
15066,20,59,72
15067,18,59,70
15068,23,59,64
15069,20,59,72
15070,21,59,69
15071,19,59,76
15072,17,59,74
15073,21,59,70
15074,20,59,71
15075,18,59,76
15076,25,59,63
15077,21,59,67
15078,18,59,76
15079,21,59,68
15080,21,59,69
15081,17,59,74
15082,21,59,67
15083,19,59,72
15084,37,59,59
15085,17,59,74
15086,23,59,64
15087,21,59,71
15088,20,59,69
15089,17,59,74
15090,34,59,59
15091,24,59,66
15092,18,59,74
15093,18,59,75
15094,36,59,59
15095,23,59,66
15096,18,59,69
15097,21,59,68
15098,20,59,70
15099,20,59,71
15100,32,59,59
15101,30,59,59
15102,21,59,65
15103,17,59,83
15104,19,59,74
15105,22,59,67
15106,19,59,76
15107,19,59,75
15108,20,59,66
15109,19,59,73
15110,34,59,59
15111,22,59,69
15112,24,59,64
15113,18,59,70
15114,18,59,70
15115,20,59,69
15116,23,59,65
15117,19,59,71
15118,26,59,60
15119,16,59,79
15120,22,59,67
15121,20,59,73
15122,20,59,69
15123,22,59,65
15124,20,59,73
15125,19,59,77
15126,21,59,68
15127,18,59,71
15128,18,59,74
15129,20,59,68
15130,26,59,62
15131,34,59,59
15132,18,59,76
15133,23,59,68
15134,24,59,66
15135,17,59,76
15136,25,59,62
15137,19,59,74
15138,21,59,66
15139,22,59,66
15140,19,59,74
15141,25,59,65
15142,22,59,66
15143,21,59,68
15144,20,59,67
15145,24,59,63
15146,22,59,65
15147,20,59,69
15148,20,59,75
15149,22,59,66
15150,25,59,62
15151,24,59,67
15152,19,59,73
15153,24,59,65
15154,21,59,69
15155,23,59,64
15156,22,59,70
15157,19,59,72
15158,33,59,59
15159,20,59,70
15160,22,59,64
15161,25,59,62
15162,23,59,68
15163,20,59,71
15164,21,59,71
15165,19,59,73
15166,27,59,60
15167,21,59,73
15168,18,59,77
15169,19,59,70
15170,22,59,67
15171,22,59,68
15172,21,59,66
15173,19,59,72
15174,24,59,65
15175,22,59,65
15176,21,59,69
15177,26,59,62
15178,21,59,67
15179,20,59,69
15180,18,59,78
15181,19,59,72
15182,22,59,65
15183,22,59,67
15184,28,59,59
15185,23,59,65
15186,20,59,67
15187,20,59,69
15188,36,59,59
15189,17,59,81
15190,30,59,59
15191,22,59,69
15192,22,59,66
15193,19,59,73
15194,20,59,67
15195,25,59,61
15196,23,59,67
15197,21,59,73
15198,22,59,68
15199,21,59,72
15200,22,59,66
15201,18,59,72
15202,21,59,69
15203,21,59,67
15204,23,59,68
15205,19,59,67
15206,22,59,65
15207,22,59,66
15208,17,59,70
15209,22,59,66
15210,19,59,72
15211,19,59,74
15212,18,59,74
15213,19,59,76
15214,22,59,66
15215,18,59,76
15216,18,59,75
15217,20,59,70
15218,23,59,68
15219,25,59,63
15220,27,59,59
15221,23,59,67
15222,24,59,65
15223,18,59,78
15224,20,59,68
15225,24,59,64
15226,20,59,70
15227,19,59,75
15228,23,59,67
15229,19,59,73
15230,30,59,59
15231,21,59,71
15232,20,59,69
15233,28,59,59
15234,26,59,60
15235,23,59,65
15236,21,59,71
15237,29,59,59
15238,26,59,61
15239,22,59,65
15240,19,59,75
15241,23,59,64
15242,21,59,68
15243,36,59,59
15244,19,59,69
15245,22,59,66
15246,18,59,76
15247,28,59,59
15248,32,59,59
15249,23,59,64
15250,18,59,74
15251,20,59,67
15252,24,59,63
15253,21,59,68
15254,20,59,71
15255,24,59,62
15256,20,59,69
15257,25,59,62
15258,27,59,61
15259,23,59,64
15260,23,59,67
15261,19,59,69
15262,39,59,59
15263,21,59,70
15264,24,59,65
15265,18,59,75
15266,28,59,60
15267,23,59,66
15268,19,59,75
15269,20,59,69
15270,23,59,64
15271,20,59,73
15272,19,59,71
15273,22,59,65
15274,21,59,70
15275,32,59,59
15276,27,59,60
15277,18,59,75
15278,30,59,59
15279,34,59,59
15280,18,59,81
15281,17,59,80
15282,18,59,78
15283,18,59,75
15284,30,59,59
15285,22,59,68
15286,20,59,68
15287,23,59,63
15288,28,59,59
15289,22,59,66
15290,19,59,76
15291,23,59,66
15292,35,59,59
15293,31,59,59
15294,29,59,59
15295,21,59,73
15296,23,59,68
15297,21,59,71
15298,19,59,71
15299,21,59,67
15300,21,59,69
15301,21,59,68
15302,24,59,65
15303,19,59,79
15304,25,59,62
15305,20,59,69
15306,23,59,71
15307,21,59,70
15308,23,59,66
15309,18,59,77
15310,32,59,59
15311,18,59,77
15312,20,59,69
15313,22,59,67
15314,20,59,71
15315,18,59,77
15316,24,59,66
15317,20,59,74
15318,18,59,78
15319,22,59,67
15320,32,59,59
15321,20,59,65
15322,20,59,71
15323,26,59,62
15324,28,59,59
15325,20,59,70
15326,20,59,70
15327,37,59,59
15328,17,59,74
15329,23,59,64
15330,35,59,59
15331,27,59,59
15332,18,59,75
15333,20,59,70
15334,20,59,71
15335,18,59,73
15336,23,59,65
15337,19,59,73
15338,21,59,67
15339,32,59,59
15340,22,59,68
15341,18,59,74
15342,20,59,69
15343,21,59,72
15344,20,59,74
15345,19,59,77
15346,23,59,65
15347,27,59,59
15348,24,59,65
15349,27,59,61
15350,19,59,66
15351,20,59,66
15352,24,59,63
15353,26,59,61
15354,17,59,77
15355,19,59,75
15356,21,59,66
15357,21,59,67
15358,18,59,70
15359,24,59,62
15360,23,59,65
15361,19,59,71
15362,19,59,68
15363,19,59,75
15364,19,59,71
15365,19,59,72
15366,21,59,67
15367,24,59,65
15368,21,59,68
15369,21,59,71
15370,20,59,70
15371,21,59,73
15372,24,59,66
15373,18,59,75
15374,21,59,71
15375,24,59,65
15376,26,59,64
15377,20,59,71
15378,24,59,63
15379,21,59,67
15380,20,59,69
15381,19,59,69
15382,20,59,70
15383,22,59,67
15384,19,59,72
15385,22,59,69
15386,22,59,68
15387,21,59,66
15388,24,59,64
15389,17,59,76
15390,22,59,66
15391,21,59,70
15392,23,59,68
15393,19,59,76
15394,30,59,59
15395,21,59,68
15396,22,59,68
15397,19,59,72
15398,18,59,78
15399,18,59,71
15400,32,59,59
15401,32,59,59
15402,20,59,70
15403,27,59,59
15404,19,59,71
15405,20,59,74
15406,21,59,69
15407,24,59,63
15408,21,59,69
15409,18,59,80
15410,20,59,66
15411,35,59,59
15412,20,59,68
15413,26,59,60
15414,18,59,79
15415,22,59,67
15416,21,59,68
15417,25,59,62
15418,22,59,71
15419,21,59,73
15420,32,59,59
15421,20,59,71
15422,21,59,69
15423,20,59,71
15424,27,59,59
15425,21,59,64
15426,20,59,73
15427,21,59,69
15428,19,59,73
15429,27,59,59
15430,34,59,59
15431,22,59,67
15432,24,59,62
15433,23,59,65
15434,20,59,74
15435,20,59,68
15436,20,59,69
15437,24,59,68
15438,22,59,66
15439,24,59,63
15440,21,59,69
15441,20,59,73
15442,20,59,71
15443,23,59,67
15444,23,59,68
15445,22,59,68
15446,20,59,71
15447,26,59,60
15448,20,59,72
15449,19,59,71
15450,21,59,64
15451,19,59,72
15452,22,59,66
15453,18,59,75
15454,25,59,63
15455,19,59,76
15456,19,59,72
15457,33,59,59
15458,35,59,59
15459,20,59,73
15460,22,59,66
15461,28,59,61
15462,27,59,61
15463,22,59,69
15464,19,59,73
15465,21,59,69
15466,19,59,72
15467,17,59,72
15468,36,59,59
15469,23,59,66
15470,19,59,72
15471,36,59,59
15472,20,59,68
15473,23,59,67
15474,22,59,65
15475,33,59,59
15476,19,59,77
15477,22,59,64
15478,21,59,72
15479,18,59,72
15480,37,59,59
15481,25,59,62
15482,29,59,59
15483,19,59,77
15484,21,59,70
15485,25,59,63
15486,26,59,63
15487,28,59,59
15488,19,59,79
15489,18,59,76
15490,23,59,63
15491,19,59,75
15492,22,59,67
15493,21,59,71
15494,31,59,59
15495,20,59,71
15496,27,59,61
15497,19,59,73
15498,23,59,65
15499,17,59,76
15500,21,59,69
15501,25,59,60
15502,25,59,64
15503,27,59,60
15504,26,59,61
15505,22,59,65
15506,18,59,76
15507,27,59,61
15508,18,59,74
15509,23,59,67
15510,22,59,68
15511,21,59,68
15512,19,59,78
15513,24,59,63
15514,20,59,69
15515,27,59,63
15516,20,59,69
15517,21,59,70
15518,24,59,65
15519,19,59,69
15520,19,59,70
15521,19,59,74
15522,18,59,72
15523,23,59,64
15524,18,59,77
15525,30,59,59
15526,28,59,61
15527,20,59,64
15528,19,59,69
15529,19,59,71
15530,20,59,69
15531,20,59,71
15532,36,59,59
15533,18,59,78
15534,21,59,71
15535,18,59,70
15536,34,59,59
15537,24,59,64
15538,24,59,65
15539,22,59,67
15540,19,59,67
15541,18,59,74
15542,20,59,75
15543,27,59,61
15544,23,59,65
15545,21,59,70
15546,19,59,76
15547,18,59,70
15548,21,58,70
15549,19,58,69
15550,26,58,60
15551,21,58,70
15552,21,58,66
15553,27,58,58
15554,31,58,58
15555,22,58,67
15556,23,58,67
15557,21,58,71
15558,23,58,70
15559,22,58,65
15560,21,58,70
15561,20,58,69
15562,18,58,70
15563,21,58,69
15564,27,58,60
15565,20,58,70
15566,28,58,58
15567,22,58,62
15568,19,58,75
15569,20,58,70
15570,18,58,72
15571,16,58,70
15572,21,58,70
15573,29,58,59
15574,20,58,73
15575,18,58,71
15576,27,58,59
15577,18,58,72
15578,21,58,69
15579,19,58,68
15580,26,58,60
15581,17,58,73
15582,21,58,68
15583,19,58,76
15584,22,58,66
15585,21,58,68
15586,22,58,68
15587,19,58,73
15588,34,58,58
15589,22,58,65
15590,25,58,63
